Image,Mushroom,cap_shape,cap_surface,gills,stem_thickness,ring_presence
1931,8,1,2,1,0,0
1932,8,1,2,1,0,0
1933,8,1,2,1,0,0
1934,8,1,2,1,0,0
1935,8,1,2,1,0,0
1936,8,1,2,1,0,0
1937,8,1,2,1,0,0
1938,8,1,2,1,0,0
1939,8,1,2,1,0,0
1940,8,1,2,1,0,0
1941,8,1,2,1,0,0
1942,8,1,2,1,0,0
1943,8,1,2,1,0,0
1944,8,1,2,1,0,0
1945,8,1,2,1,0,0
1946,8,1,2,1,0,0
1947,8,1,2,1,0,0
1948,8,1,2,1,0,0
1949,8,1,2,1,0,0
1950,8,1,2,1,0,0
1951,8,1,2,1,0,0
1952,8,1,2,1,0,0
1953,8,1,2,1,0,0
1954,8,1,2,1,0,0
1955,8,1,2,1,0,0
1956,8,1,2,1,0,0
1957,8,1,2,1,0,0
1958,8,1,2,1,0,0
1959,8,1,2,1,0,0
1960,8,1,2,1,0,0
1961,8,1,2,1,0,0
1962,8,1,2,1,0,0
1963,8,1,2,1,0,0
1964,8,1,2,1,0,0
1965,8,1,2,1,0,0
1966,8,1,2,1,0,0
1967,8,1,2,1,0,0
1968,8,1,2,1,0,0
1969,8,1,2,1,0,0
1970,8,1,2,1,0,0
1971,8,1,2,1,0,0
1972,8,1,2,1,0,0
1973,8,1,2,1,0,0
1974,8,1,2,1,0,0
1975,8,1,2,1,0,0
1976,8,1,2,1,0,0
1977,8,1,2,1,0,0
1978,8,1,2,1,0,0
1979,8,1,2,1,0,0
1980,8,1,2,1,0,0
1981,8,1,2,1,0,0
1982,8,1,2,1,0,0
1983,8,1,2,1,0,0
1984,8,1,2,1,0,0
1985,8,1,2,1,0,0
1986,8,1,2,1,0,0
1987,8,1,2,1,0,0
1988,8,1,2,1,0,0
1989,8,1,2,1,0,0
1990,8,1,2,1,0,0
1991,8,1,2,1,0,0
1992,8,1,2,1,0,0
1993,8,1,2,1,0,0
1994,8,1,2,1,0,0
1995,8,1,2,1,0,0
1996,8,1,2,1,0,0
1997,8,1,2,1,0,0
1998,8,1,2,1,0,0
1999,8,1,2,1,0,0
2000,8,1,2,1,0,0
2001,8,1,2,1,0,0
2002,8,1,2,1,0,0
2003,8,1,2,1,0,0
2004,8,1,2,1,0,0
2005,8,1,2,1,0,0
2006,8,1,2,1,0,0
2007,8,1,2,1,0,0
2008,8,1,2,1,0,0
2009,8,1,2,1,0,0
2010,8,1,2,1,0,0
2011,8,1,2,1,0,0
2012,8,1,2,1,0,0
2013,8,1,2,1,0,0
2014,8,1,2,1,0,0
2015,8,1,2,1,0,0
2016,8,1,2,1,0,0
2017,8,1,2,1,0,0
2018,8,1,2,1,0,0
2019,8,1,2,1,0,0
2020,8,1,2,1,0,0
2021,8,1,2,1,0,0
2022,8,1,2,1,0,0
2023,8,1,2,1,0,0
2024,8,1,2,1,0,0
2025,8,1,2,1,0,0
2026,8,1,2,1,0,0
2027,8,1,2,1,0,0
2028,8,1,2,1,0,0
2029,8,1,2,1,0,0
2030,8,1,2,1,0,0
2031,8,1,2,1,0,0
2032,8,1,2,1,0,0
2033,8,1,2,1,0,0
2034,8,1,2,1,0,0
2035,8,1,2,1,0,0
2036,8,1,2,1,0,0
2037,8,1,2,1,0,0
2038,8,1,2,1,0,0
2039,8,1,2,1,0,0
2040,8,1,2,1,0,0
2041,8,1,2,1,0,0
2042,8,1,2,1,0,0
2043,8,1,2,1,0,0
2044,8,1,2,1,0,0
2045,8,1,2,1,0,0
2046,8,1,2,1,0,0
2047,8,1,2,1,0,0
2048,8,1,2,1,0,0
2049,8,1,2,1,0,0
2050,8,1,2,1,0,0
2051,8,1,2,1,0,0
2052,8,1,2,1,0,0
2053,8,1,2,1,0,0
2054,8,1,2,1,0,0
2055,8,1,2,1,0,0
2056,8,1,2,1,0,0
2057,8,1,2,1,0,0
2058,8,1,2,1,0,0
2059,8,1,2,1,0,0
2060,8,1,2,1,0,0
2061,8,1,2,1,0,0
2062,8,1,2,1,0,0
2063,8,1,2,1,0,0
2064,8,1,2,1,0,0
2065,8,1,2,1,0,0
2066,8,1,2,1,0,0
2067,8,1,2,1,0,0
2068,8,1,2,1,0,0
2069,8,1,2,1,0,0
2070,8,1,2,1,0,0
2071,8,1,2,1,0,0
2072,8,1,2,1,0,0
2073,8,1,2,1,0,0
2074,8,1,2,1,0,0
2075,8,1,2,1,0,0
2076,8,1,2,1,0,0
2077,8,1,2,1,0,0
2078,8,1,2,1,0,0
2079,8,1,2,1,0,0
2080,8,1,2,1,0,0
2081,8,1,2,1,0,0
2082,8,1,2,1,0,0
2083,8,1,2,1,0,0
2084,8,1,2,1,0,0
2085,8,1,2,1,0,0
2086,8,1,2,1,0,0
2087,8,1,2,1,0,0
2088,8,1,2,1,0,0
2089,8,1,2,1,0,0
2090,8,1,2,1,0,0
2091,8,1,2,1,0,0
2092,8,1,2,1,0,0
2093,8,1,2,1,0,0
2094,8,1,2,1,0,0
2095,8,1,2,1,0,0
2096,8,1,2,1,0,0
2097,8,1,2,1,0,0
2098,8,1,2,1,0,0
2099,8,1,2,1,0,0
2100,8,1,2,1,0,0
2101,8,1,2,1,0,0
2102,8,1,2,1,0,0
2103,8,1,2,1,0,0
2104,8,1,2,1,0,0
2105,8,1,2,1,0,0
2106,8,1,2,1,0,0
2107,8,1,2,1,0,0
2108,8,1,2,1,0,0
2109,8,1,2,1,0,0
2110,8,1,2,1,0,0
2111,8,1,2,1,0,0
2112,8,1,2,1,0,0
2113,8,1,2,1,0,0
2114,8,1,2,1,0,0
2115,8,1,2,1,0,0
2116,8,1,2,1,0,0
2117,8,1,2,1,0,0
2118,8,1,2,1,0,0
2119,8,1,2,1,0,0
2120,8,1,2,1,0,0
2121,8,1,2,1,0,0
2122,8,1,2,1,0,0
2123,8,1,2,1,0,0
2124,8,1,2,1,0,0
2125,8,1,2,1,0,0
2126,8,1,2,1,0,0
2127,8,1,2,1,0,0
2128,8,1,2,1,0,0
2129,8,1,2,1,0,0
2130,8,1,2,1,0,0
2131,8,1,2,1,0,0
2132,9,2,2,0,0,0
2133,9,2,2,0,0,0
2134,9,2,2,0,0,0
2135,9,2,2,0,0,0
2136,9,2,2,0,0,0
2137,9,2,2,0,0,0
2138,9,2,2,0,0,0
2139,9,2,2,0,0,0
2140,9,2,2,0,0,0
2141,9,2,2,0,0,0
2142,9,2,2,0,0,0
2143,9,2,2,0,0,0
2144,9,2,2,0,0,0
2145,9,2,2,0,0,0
2146,9,2,2,0,0,0
2147,9,2,2,0,0,0
2148,9,2,2,0,0,0
2149,9,2,2,0,0,0
2150,9,2,2,0,0,0
2151,9,2,2,0,0,0
2152,9,2,2,0,0,0
2153,9,2,2,0,0,0
2154,9,2,2,0,0,0
2155,9,2,2,0,0,0
2156,9,2,2,0,0,0
2157,9,2,2,0,0,0
2158,9,2,2,0,0,0
2159,9,2,2,0,0,0
2160,9,2,2,0,0,0
2161,9,2,2,0,0,0
2162,9,2,2,0,0,0
2163,9,2,2,0,0,0
2164,9,2,2,0,0,0
2165,9,2,2,0,0,0
2166,9,2,2,0,0,0
2167,9,2,2,0,0,0
2168,9,2,2,0,0,0
2169,9,2,2,0,0,0
2170,9,2,2,0,0,0
2171,9,2,2,0,0,0
2172,9,2,2,0,0,0
2173,9,2,2,0,0,0
2174,9,2,2,0,0,0
2175,9,2,2,0,0,0
2176,9,2,2,0,0,0
2177,9,2,2,0,0,0
2178,9,2,2,0,0,0
2179,9,2,2,0,0,0
2180,9,2,2,0,0,0
2181,9,2,2,0,0,0
2182,9,2,2,0,0,0
2183,9,2,2,0,0,0
2184,9,2,2,0,0,0
2185,9,2,2,0,0,0
2186,9,2,2,0,0,0
2187,9,2,2,0,0,0
2188,9,2,2,0,0,0
2189,9,2,2,0,0,0
2190,9,2,2,0,0,0
2191,9,2,2,0,0,0
2192,9,2,2,0,0,0
2193,9,2,2,0,0,0
2194,9,2,2,0,0,0
2195,9,2,2,0,0,0
2196,9,2,2,0,0,0
2197,9,2,2,0,0,0
2198,9,2,2,0,0,0
2199,9,2,2,0,0,0
2200,9,2,2,0,0,0
2201,9,2,2,0,0,0
2202,9,2,2,0,0,0
2203,9,2,2,0,0,0
2204,9,2,2,0,0,0
2205,9,2,2,0,0,0
2206,9,2,2,0,0,0
2207,9,2,2,0,0,0
2208,9,2,2,0,0,0
2209,9,2,2,0,0,0
2210,9,2,2,0,0,0
2211,9,2,2,0,0,0
2212,9,2,2,0,0,0
2213,9,2,2,0,0,0
2214,9,2,2,0,0,0
2215,9,2,2,0,0,0
2216,9,2,2,0,0,0
2217,9,2,2,0,0,0
2218,9,2,2,0,0,0
2219,9,2,2,0,0,0
2220,9,2,2,0,0,0
2221,9,2,2,0,0,0
2222,9,2,2,0,0,0
2223,9,2,2,0,0,0
2224,9,2,2,0,0,0
2225,9,2,2,0,0,0
2226,9,2,2,0,0,0
2227,9,2,2,0,0,0
2228,9,2,2,0,0,0
2229,9,2,2,0,0,0
2230,9,2,2,0,0,0
2231,9,2,2,0,0,0
2232,9,2,2,0,0,0
2233,9,2,2,0,0,0
2234,9,2,2,0,0,0
2235,9,2,2,0,0,0
2236,9,2,2,0,0,0
2237,9,2,2,0,0,0
2238,9,2,2,0,0,0
2239,9,2,2,0,0,0
2240,9,2,2,0,0,0
2241,9,2,2,0,0,0
2242,9,2,2,0,0,0
2243,9,2,2,0,0,0
2244,9,2,2,0,0,0
2245,9,2,2,0,0,0
2246,9,2,2,0,0,0
2247,9,2,2,0,0,0
2248,9,2,2,0,0,0
2249,9,2,2,0,0,0
2250,9,2,2,0,0,0
2251,9,2,2,0,0,0
2252,9,2,2,0,0,0
2253,9,2,2,0,0,0
2254,9,2,2,0,0,0
2255,9,2,2,0,0,0
2256,9,2,2,0,0,0
2257,9,2,2,0,0,0
2258,9,2,2,0,0,0
2259,9,2,2,0,0,0
2260,9,2,2,0,0,0
2261,9,2,2,0,0,0
2262,9,2,2,0,0,0
2263,9,2,2,0,0,0
2264,9,2,2,0,0,0
2265,9,2,2,0,0,0
2266,9,2,2,0,0,0
2267,9,2,2,0,0,0
2268,9,2,2,0,0,0
2269,9,2,2,0,0,0
2270,9,2,2,0,0,0
2271,9,2,2,0,0,0
2272,9,2,2,0,0,0
2273,9,2,2,0,0,0
2274,9,2,2,0,0,0
2275,9,2,2,0,0,0
2276,9,2,2,0,0,0
2277,9,2,2,0,0,0
2278,9,2,2,0,0,0
2279,9,2,2,0,0,0
2280,9,2,2,0,0,0
2281,9,2,2,0,0,0
2282,9,2,2,0,0,0
2283,9,2,2,0,0,0
2284,9,2,2,0,0,0
2285,9,2,2,0,0,0
2286,9,2,2,0,0,0
2287,9,2,2,0,0,0
2288,9,2,2,0,0,0
2289,9,2,2,0,0,0
2290,9,2,2,0,0,0
2291,9,2,2,0,0,0
2292,9,2,2,0,0,0
2293,9,2,2,0,0,0
2294,9,2,2,0,0,0
2295,9,2,2,0,0,0
2296,9,2,2,0,0,0
2297,9,2,2,0,0,0
2298,9,2,2,0,0,0
2299,9,2,2,0,0,0
2300,9,2,2,0,0,0
2301,9,2,2,0,0,0
2302,9,2,2,0,0,0
2303,9,2,2,0,0,0
2304,9,2,2,0,0,0
2305,9,2,2,0,0,0
2306,9,2,2,0,0,0
2307,9,2,2,0,0,0
2308,9,2,2,0,0,0
2309,9,2,2,0,0,0
2310,9,2,2,0,0,0
2311,9,2,2,0,0,0
2312,9,2,2,0,0,0
2313,9,2,2,0,0,0
2314,9,2,2,0,0,0
2315,9,2,2,0,0,0
2316,9,2,2,0,0,0
2317,9,2,2,0,0,0
2318,9,2,2,0,0,0
2319,9,2,2,0,0,0
2320,9,2,2,0,0,0
2321,9,2,2,0,0,0
2322,9,2,2,0,0,0
2323,9,2,2,0,0,0
2324,9,2,2,0,0,0
2325,9,2,2,0,0,0
2326,9,2,2,0,0,0
2327,9,2,2,0,0,0
2328,9,2,2,0,0,0
2329,9,2,2,0,0,0
2330,9,2,2,0,0,0
2331,9,2,2,0,0,0
2332,9,2,2,0,0,0
2333,9,2,2,0,0,0
2334,9,2,2,0,0,0
2335,9,2,2,0,0,0
2336,9,2,2,0,0,0
2337,9,2,2,0,0,0
2338,9,2,2,0,0,0
2339,9,2,2,0,0,0
2340,9,2,2,0,0,0
2341,9,2,2,0,0,0
2342,9,2,2,0,0,0
2343,9,2,2,0,0,0
2344,9,2,2,0,0,0
2345,9,2,2,0,0,0
2346,9,2,2,0,0,0
2347,9,2,2,0,0,0
2348,9,2,2,0,0,0
2349,9,2,2,0,0,0
2350,9,2,2,0,0,0
2351,9,2,2,0,0,0
2352,9,2,2,0,0,0
2353,9,2,2,0,0,0
2354,9,2,2,0,0,0
2355,9,2,2,0,0,0
2356,9,2,2,0,0,0
2357,9,2,2,0,0,0
2358,9,2,2,0,0,0
2359,9,2,2,0,0,0
2360,9,2,2,0,0,0
2361,9,2,2,0,0,0
2362,9,2,2,0,0,0
2363,9,2,2,0,0,0
2364,9,2,2,0,0,0
2365,9,2,2,0,0,0
2366,9,2,2,0,0,0
2367,9,2,2,0,0,0
2368,9,2,2,0,0,0
2369,9,2,2,0,0,0
2370,9,2,2,0,0,0
2371,9,2,2,0,0,0
